Kod,Ders,Öğretim Yöntemi,Eğitmen,Gün,Saat,Bina,Bölüm Sınırlaması,CRN
STA 201,Statik,Fiziksel,Ceren Bilgin Güney,Thursday,09:30/12:29,MEDC / ZA3,DEN_LS,24076
STA 201E,Statics,Fiziksel,Oğuzcan İnal,Monday,14:30/17:29,MEDC / ZA1,"UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS",22999
STA 201E,Statics,Fiziksel,Samet Çeri,Monday,14:30/17:29,MEDC / ZD1,"UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS",23004
STA 204,Statik ve Mukavemet,Fiziksel,Cemil Kurtcebe,Wednesday,11:30/14:29,MEDC / ZA1,"IBM_LS, MTO_LS",23384
STA 204E,Statics&Strength of Materials,Fiziksel,Arcan Yanık,Thursday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24100
STI 102,Statistics II,Fiziksel,Tolga Kaya,Thursday,09:30/12:29,MSB / --,SIS_LS,24764
SUS 403E,Green and Digital Transformation,Online,"Lütfiye Durak Ata , / Börte Köse Mutlu",Monday,17:30/20:29,MSB / --,SUS_YD,23947
SUS 404E,Sustainable Supply Chain and Logistics Management,Fiziksel,Şule Itır Satoğlu,Monday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, SUS_YD",23948
TEK 116E,Fiber Science,Fiziksel,"Ali Demir , / Levent Önal",Monday,09:30/12:29,MKB / D360,TEKE_LS,24239
TEK 116E,Fiber Science,Fiziksel,Levent Önal,Monday,13:30/16:29,MKB / D331,"TEK_LS, TEK_YD, TEKE_LS",24241
TEK 233E,Introduction to Yarn Spinning,Fiziksel,"Fatma Banu Nergis , / Yeşim Beceren",Friday,08:30/11:29,MKB / D368A,"TEK_LS, TEKE_LS",24320
TEK 234E,Weaving Preparation,Fiziksel,Burçak Karagüzel Kayaoğlu,Monday,13:00/15:59,MKB / D376,"TEK_LS, TEKE_LS",24299
TEK 234E,Weaving Preparation,Fiziksel,Hande Sezgin,Tuesday,08:30/11:29,MKB / D378,"TEK_LS, TEKE_LS",24301
TEK 254E,Knitting Technology,Fiziksel,Cevza Candan,Tuesday,13:30/16:29,MKB / D378,,24311
TEK 254E,Knitting Technology,Fiziksel,Sena Duru,Wednesday,08:30/11:29,MKB / D360,"TEK_LS, TEKE_LS",24318
TEK 302E,Int.toColoration&Finishing Prc,Fiziksel,Berdan Kalav,Thursday,09:30/12:29,MKB / D378,"TEK_LS, TEKE_LS",24329
TEK 302E,Int.toColoration&Finishing Prc,Fiziksel,Pelin Altay,Tuesday,09:30/12:29,MKB / D361B,"TEK_LS, TEKE_LS",24330
TEK 304E,Yarn Spinning Technologies,Fiziksel,Nazan Okur,Monday,08:30/11:29,MKB / D368B,"TEK_LS, TEKE_LS",24325
TEK 304E,Yarn Spinning Technologies,Fiziksel,"Yeşim Beceren , / Fatma Banu Nergis",Monday,08:30/11:29,MKB / D374,"TEK_LS, TEKE_LS",24327
TEK 306E,Weaving Technology,Fiziksel,Emel Önder Karaoğlu,Monday,13:30/16:29,MKB / D368B,"TEK_LS, TEKE_LS",24331
TEK 306E,Weaving Technology,Fiziksel,Ömer Berk Berkalp,Monday,13:30/16:29,MKB / D374,"TEK_LS, TEKE_LS",24333
TEK 354E,Mathematical Programming,Fiziksel,Berdan Kalav,Monday,09:30/12:29,MKB / D380A,"TEK_LS, TEKE_LS",24324
TEK 392E,Design in Textile Engineering,Fiziksel,Ali Kılıç,Monday,11:30/12:29,MKB / D368A,"TEK_LS, TEKE_LS",24328
TEK 403E,Textile Finishing Processes,Fiziksel,Umut Kıvanç Şahin,Wednesday,09:30/11:29,MKB / D378,"TEK_LS, TEKE_LS",24866
TEK 464E,Automatic Control,Fiziksel,"Şule Selçuk , / Ali Toptaş",Tuesday,13:30/16:29,MKB / D374,"TEK_LS, TEKE_LS",24337
TEK 466E,Heat Transfer,Fiziksel,Sena Duru,Tuesday,13:30/16:29,MKB / D380A,"TEK_LS, TEKE_LS",24335
TEK 472E,Structure&Properties of Fibers,Fiziksel,Ali Kılıç,Thursday,13:30/15:29,MKB / D380A,"TEK_LS, TEKE_LS",24342
TEK 473E,Fashion Design&Collec.Develop.,Fiziksel,"Şükriye Yüksel Filiz , / Belgin Görgün",Friday,14:00/15:59,MKB / D380A,"TEK_LS, TEKE_LS",24345
TEK 475E,Int. to Technical Textiles,Fiziksel,İpek Yalçın Eniş,Thursday,08:30/10:29,MKB / D368B,"TEK_LS, TEKE_LS",24347
TEK 477E,Special Woven Fabrics,Fiziksel,Hande Sezgin,Tuesday,13:30/15:29,MKB / D360,"TEK_LS, TEKE_LS",24349
TEK 479E,Dyeing &Printing Technologies,Fiziksel,Berdan Kalav,Tuesday,13:30/15:29,MKB / D380B,"TEK_LS, TEKE_LS",24351
TEK 480E,Design of Knitted Fabrics,Fiziksel,"Cevza Candan , / Sena Duru",Tuesday,08:30/10:29,MKB / D368B,"TEK_LS, TEKE_LS",24353
TEK 481E,Qual.Cnt.&Ass.in Tex.&Clot.Prd,Fiziksel,Canan Sarıçam,Monday,08:30/10:29,MKB / D376,"TEK_LS, TEKE_LS",24355
TEK 482E,Int.toSmart Tex.&Wearable Tec.,Fiziksel,Özgür Atalay,Wednesday,08:30/10:29,MKB / D374,"TEK_LS, TEKE_LS",24356
TEK 484E,Knitted Apparel Production,Fiziksel,Belgin Görgün,Monday,13:30/15:29,MKB / D380A,"TEK_LS, TEKE_LS",24360
TEK 486E,Colour Analysis,Fiziksel,Pelin Altay,Wednesday,13:30/15:29,MKB / D380B,"TEK_LS, TEKE_LS",24362
TEK 4901E,Textile Engineering Design I,Fiziksel,Nevin Çiğdem Gürsoy,-,-/-,- / -,"TEK_LS, TEKE_LS",24371
TEK 4902E,Textile Engineering Design II,Fiziksel,Nevin Çiğdem Gürsoy,-,-/-,- / -,"TEK_LS, TEKE_LS",24372
TEK 492E,Senior Design Project,Fiziksel,Nevin Çiğdem Gürsoy,-,-/-,- / -,"TEK_LS, TEKE_LS",24369
TER 201,Termodinamik,Fiziksel,Ramazan Keyikoğlu,Thursday,08:30/11:29,INB / A104,CEV_LS,22504
TER 201,Termodinamik,Fiziksel,Hanzade Açma,Thursday,08:30/11:29,KMB / --,"CEV_LS, CHZ_LS, DEN_LS, EHB_LS, GEM_LS, ISL_LS, JEO_LS, KMM_LS, KOM_LS, KON_LS, PET_LS",23190
TER 201,Termodinamik,Fiziksel,Halil Saraçoğlu,Thursday,13:30/16:29,MEDC / ZA3,DEN_LS,24088
TER 201E,Thermodynamics,Fiziksel,Özlem Karahan Özgün,Thursday,08:30/11:29,INB / B101,"CEV_LS, CEVE_LS",22508
TES 121E,Project II,Fiziksel,Ozan Önder Özener,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ARC_LS, MIM_LS, MIME_LS",24729
TES 121E,Project II,Fiziksel,Hatice İpek Avanoğlu,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ARC_LS, MIM_LS, MIME_LS",24730
TES 121E,Project II,Fiziksel,Hakan Tong,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ARC_LS, MIM_LS, MIME_LS",24731
TES 121E,Project II,Fiziksel,Can Uzun,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ARC_LS, MIM_LS, MIME_LS",24732
TES 121E,Project II,Fiziksel,Turgay Kerem Koramaz,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"SBP_LS, SBPE_LS",24733
TES 121E,Project II,Fiziksel,Zeynep Günay,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"SBP_LS, SBPE_LS",24734
TES 121E,Project II,Fiziksel,Hasan Serdar Kaya,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"SBP_LS, SBPE_LS",24735
TES 121E,Project II,Fiziksel,Sezen Tarakçı,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"SBP_LS, SBPE_LS",24736
TES 121E,Project II,Fiziksel,İmge Akçakaya Waıte Jr,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"SBP_LS, SBPE_LS",24737
TES 121E,Project II,Fiziksel,Pelin Efilti,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ENTE_LS, EUT_LS, EUTE_LS",24738
TES 121E,Project II,Fiziksel,Meltem Maralcan Gülmen,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ENTE_LS, EUT_LS, EUTE_LS",24739
TES 121E,Project II,Fiziksel,Hatice Kübra Yıldız,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"ENTE_LS, EUT_LS, EUTE_LS",24740
TES 121E,Project II,Fiziksel,Ayşegül Akçay Kavakoğlu,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"PEM_LS, PEME_LS",24741
TES 121E,Project II,Fiziksel,Elif Kısar Koramaz,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"PEM_LS, PEME_LS",24742
TES 121E,Project II,Fiziksel,Nilay Özlü Karaca,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"PEM_LS, PEME_LS",24743
TES 121E,Project II,Fiziksel,Ethem Gürer,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"IAD_LS, ICM_LS",24744
TES 121E,Project II,Fiziksel,Ahmet Gün,Monday | Thursday,08:30/12:29 | 08:30/12:29,MMB / MMB / -- / --,"IAD_LS, ICM_LS",24745
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,-,Friday,08:30/12:29,MMB / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24713
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Ozan Önder Özener,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24714
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Hatice İpek Avanoğlu,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24715
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Hakan Tong,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24716
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Can Uzun,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24717
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Saniye Feyza Ergün,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24718
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Hasan Serdar Kaya,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24719
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Zeynep Günay,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24720
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Turgay Kerem Koramaz,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24721
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,İmge Akçakaya Waıte Jr,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24722
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Sezen Tarakçı,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24723
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Yağmur Gizem Avcı,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24724
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Pelin Öztürk,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24725
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Elif Kısar Koramaz,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24726
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Ayşegül Akçay Kavakoğlu,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24727
TES 122E,Vis.CommII:Visualization&Persp,Fiziksel,Ethem Gürer,Friday,08:30/12:29,undeclared / --,"ARC_LS, ENTE_LS, EUT_LS, EUTE_LS, IAD_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, PEME_LS, SBP_LS, SBPE_LS",24728
THO 110,Oyun Ritim Bilgisi II,Fiziksel,Eyüp Uzunkaya,Monday,10:30/12:29,TMB / --,THO_LS,21939
THO 110,Oyun Ritim Bilgisi II,Fiziksel,Eyüp Uzunkaya,Monday,08:30/10:29,TMB / --,THO_LS,21940
THO 112,Hareket Anatomisi II,Fiziksel,Nihal Cömert,Tuesday,08:30/10:29,TMB / --,THO_LS,21945
THO 114,Oyun Tekniği II,Fiziksel,İlknur Bektaş,Tuesday | Friday,13:30/15:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21942
THO 116,Bale II,Fiziksel,Funda Bozkurt Saygı,Wednesday | Thursday,10:30/12:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21936
THO 116,Bale II,Fiziksel,Serpil Murtezaoğlu,Wednesday | Thursday,10:30/12:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,22472
THO 118,Kondisyon Ve Esneme II (Krdsz),Fiziksel,Funda Bozkurt Saygı,Thursday | Friday,08:30/10:29 | 14:00/15:59,TMB / TMB / -- / --,THO_LS,21947
THO 120,Halk Oyunları Bilgisi,Fiziksel,Eyüp Uzunkaya,Thursday | Friday,16:30/17:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21943
THO 202,Oyun Ritim Bilgisi IV,Fiziksel,Salim Sınar,Thursday,08:30/10:29,TMB / --,THO_LS,21969
THO 204,Türk Halk Oyunları II,Fiziksel,Salim Sınar,Tuesday | Thursday,08:30/10:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21951
THO 206,Oyunda Yöresel Tavırlar II,Fiziksel,Eyüp Uzunkaya,Monday | Friday,15:30/17:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21949
THO 208,Oyun Repertuvarı II,Fiziksel,Levent Ketenci,Monday | Wednesday,10:30/12:29 | 13:30/15:29,TMB / TMB / -- / --,THO_LS,21952
THO 304,Türk Halk Oyunları IV,Fiziksel,Cenap Güngör,Monday | Wednesday,08:30/10:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21983
THO 306,Oyunda Yöresel Tavırlar IV,Fiziksel,Aydın Balcı,Tuesday | Thursday,08:30/10:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21982
THO 308,Oyun Repertuvarı IV,Fiziksel,Serdar Bombacı,Monday | Friday,10:30/12:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21975
THO 312,Oyun Analizi II,Fiziksel,Eyüp Uzunkaya,Tuesday | Wednesday,16:30/17:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,22001
THO 314,Koreoloji II,Fiziksel,Nihal Cömert,Tuesday | Thursday,10:30/12:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21981
THO 318,Sahne Projesi II (Kredisiz),Fiziksel,Levent Ketenci,Thursday,13:30/17:29,TMB / --,THO_LS,21978
THO 318,Sahne Projesi II (Kredisiz),Fiziksel,Salim Sınar,Thursday,13:30/17:29,TMB / --,THO_LS,21980
THO 372,Sahne ve Beden Dili II,Fiziksel,Kemal Akdoğan,Monday,13:30/15:29,TMB / --,SES_LS,21932
THO 412,Geleneksel Giyim Kuşam II,Fiziksel,İlknur Bektaş,Tuesday,08:30/10:29,TMB / --,THO_LS,21984
THO 418,Sahne Projesi IV (Kredisiz),Fiziksel,Cenap Güngör,Thursday,13:30/17:29,TMB / --,THO_LS,21979
THO 418,Sahne Projesi IV (Kredisiz),Fiziksel,İlknur Bektaş,Thursday,13:30/17:29,TMB / --,THO_LS,21985
THO 426,Halay Oyun Repertuvarı II,Fiziksel,Cenap Güngör,Monday | Wednesday,10:30/12:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21994
THO 428,Horon Oyun Repertuvarı II,Fiziksel,Aydın Balcı,Tuesday | Thursday,10:30/12:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,22003
THO 430,Karşılama- Hora Oyun Rep II,Fiziksel,Serdar Bombacı,Monday | Friday,08:30/10:29 | 10:30/12:29,TMB / TMB / -- / --,THO_LS,21977
THO 436,Zeybek Oyun Repertuvarı II,Fiziksel,Levent Ketenci,Monday | Wednesday,15:30/17:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21991
THO 446,Köy Seyirlik Oyunları II,Fiziksel,Eyüp Uzunkaya,Wednesday | Friday,13:30/15:29 | 16:00/17:59,TMB / TMB / -- / --,THO_LS,21989
THO 448,Modern Dans II,Fiziksel,Serdar Bombacı,Wednesday | Thursday,08:30/10:29 | 08:30/10:29,TMB / TMB / -- / --,THO_LS,21998
THO 450,Sahne Makyajı II,Fiziksel,Funda Bozkurt Saygı,Tuesday,13:30/17:29,TMB / --,THO_LS,21987
THO 456,Dans Sosyolojisine Giriş,Fiziksel,Eyüp Uzunkaya,Thursday,08:30/10:29,TMB / --,THO_LS,21986
THO 460,Geleneksel Takı ve Aksesuarlar,Fiziksel,İlknur Bektaş,Friday,08:30/10:29,TMB / --,THO_LS,21988
THO 472,Türk Halk Oyunları II,Fiziksel,Cenap Güngör,Monday,13:30/15:29,TMB / --,SES_LS,21934
THO 492,Bitirme Çalışması,Fiziksel,İlknur Bektaş,-,-/-,- / -,THO_LS,21930
TUR 101,Türk Dili I,Online,-,Friday,10:30/12:29,MED / --,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",20705
TUR 102,Türk Dili II,Online,-,Tuesday,11:30/13:29,MED / --,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",20701
TUR 102,Türk Dili II,Online,-,Tuesday,11:30/13:29,MED / --,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",20702
TUR 102,Türk Dili II,Online,-,Tuesday,11:30/13:29,MED / --,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",20703
TUR 102,Türk Dili II,Online,-,Tuesday,11:30/13:29,MED / --,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",20704
TUR 111,Yabancı Öğr. İçin Türk Dili I,Online,-,Thursday,13:30/15:29,MED / --,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_3T_LS, CAB_4T_LS, CAB_BG_LS, CAB_DL_LS, CAB_DS_LS, CAB_KA_LS, CAB_KE_LS, CAB_KL_LS, CAB_KM_LS, CAB_KO_LS, CAB_LS, CAB_ME_LS, CAB_NE_LS, CAB_TA_LS, CAB_TN_LS, CAB_UD_LS, CAB_VC_LS, CAB_VI_LS, CAB_VS_LS, CEB_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, ESS_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, SES_LS, SES_TH_LS, SES_TS_LS, STP_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",20706
TUR 112,Yabancı Öğr. İçin Türk Dili II,Online,-,Monday,13:30/15:29,MED / --,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_3T_LS, CAB_4T_LS, CAB_BG_LS, CAB_DL_LS, CAB_DS_LS, CAB_KA_LS, CAB_KE_LS, CAB_KL_LS, CAB_KM_LS, CAB_KO_LS, CAB_LS, CAB_ME_LS, CAB_NE_LS, CAB_TA_LS, CAB_TN_LS, CAB_UD_LS, CAB_VC_LS, CAB_VI_LS, CAB_VS_LS, CEB_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, ESS_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, SES_LS, SES_TH_LS, SES_TS_LS, STP_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",20707
TUR 121,Türk Dili I,Fiziksel,-,Wednesday,13:30/15:29,DZB / --,"DUI_LS, GMI_LS",20536
TUR 121,Türk Dili I,Fiziksel,-,Friday,14:30/16:29,DZB / --,"DUI_LS, GMI_LS",20541
TUR 121,Türk Dili I,Fiziksel,-,Friday,16:00/17:59,INB / B308,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_3T_LS, CAB_4T_LS, CAB_BG_LS, CAB_DL_LS, CAB_DS_LS, CAB_KA_LS, CAB_KE_LS, CAB_KL_LS, CAB_KM_LS, CAB_KO_LS, CAB_LS, CAB_ME_LS, CAB_NE_LS, CAB_TA_LS, CAB_TN_LS, CAB_UD_LS, CAB_VC_LS, CAB_VI_LS, CAB_VS_LS, CEB_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, ESS_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, SES_LS, SES_TH_LS, SES_TS_LS, STP_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",20774
